org_id,req
dod,Requesting a copy of the CDI or 124 conducted by [                      ]
dod,Requesting a copy of the following documents identified to HQ003414R0033 {FGI# 44743}: Contract and winning proposals. 
dod,"Requesting a copy of the following DoD records: 1) The listing of the Final Governing Standards developed in accordance with DoD Instruction 4715.5, Management of Environmental Compliance at Overseas Installations. 2) A digital/electronic copy of each final Governing Standard. "
dod,"Requesting a copy of the Inspector General Investigation Report concerning the procurement, legality, and conduct of operations for support contracts at the JS J6 Joint Deployable Analysis Team, Eglin AFB, FL; specifically, the support contracts for Leidos (SAIC) and Lockheed Martin. (Date Range for Record Search: From 06/02/2014 To 03/31/2015) "
dod,"Requesting a copy of the most recent Biennial Report on Sustainment and Operation of the Global Positioning System (GPS), prepared by DoD under the requirements of 10 U.S.C. 2281. "
dod,"Requesting a copy of the most recent report on Federal Agency Data Mining, a DoD report required under the Implementing Recommendations of the 9/11 Commission Act of 2007, Section 804 (Public Law 110-53, 42 U.S.C. 2000ee-3). "
dod,"Requesting a copy of the most recent report on Investments - amounts in the Department of Defense Family Housing Improvement Fund, a DoD report required under by U.S.C. 2875 (e). "
dod,"Requesting a copy of the most recent report on Joint Readiness Reviews, a report required under the statute 10 U.S.C. 117(e). "
dod,Requesting a copy of the North American Petroleum Renaissance Study performed for DoD Washington Headquarters Office under contract HQ003413C0131 by Energy Policy Research. I also request a copy of the final or most recent presentation prepared under the contract. 
dod,Requesting a copy of the two most recent Annual Report on the Assessment of the Effectiveness of Activities of the Federal Voting Assistance Program. 
dod,Requesting a copy of USACIDC file number [                      ]report in accordance with the FOIA. 
dod,"Requesting a document with the IRIS number 1121972, which can be requested from the Air Force Historical Research Agency. "
dod,"Requesting a paper called ""Human Performance Modification"" by ""Jasons"" chief Scientific Advisor of the Pentagon. Everything you can find on ""Human Modification. Everything you can find on bioweapons systems."" "
dod,"Requesting access to and copies of all records since Jan. 1, 2008, related in any way to Google, Inc. "
dod,Requesting access to any unprocessed records which may exist on this subject. FBI records. 
dod,Requesting access to FBI records on the following subject: Kenneth Rush. 
dod,"Requesting access to the following documents (1) Department of Defense Memorandum, dated 27 February 2013, directing the Service Secretaries to conduct a review of mental health diagnoses for service members completing a disability evaluation between 11 September 2001 and specified future dates; and (2) any memorandums, directives, or orders of a similar nature to item (1) that are utilized by the board for Correction of Military Records in reviewing mental health diagnoses. "
dod,"Requesting acopy of the following: NDAA: The National Defense Authorization Act Dec 31, 2011. "
dod,"Requesting acopy of the most recent report entitled Defense Economic Adjustment Planning, and is prepared by the DoD Office of Economic Adjustment. "
dod,"Requesting all and any documents or other materials regarding to Cpl Roman Ducksworth; Incident Date 9-April 1962 in Taylorsville, Mississippi. "
dod,Requesting all contacts made between [                      ] and Military OneSource. 
dod,Requesting all current employees whose information may be released in accordance with the Privacy Act of 1974. 1. Employee Name (first and last) 2.Employee's work mailing address 3. Work Email 4. Hire Date 5. Position. 
dod,"Requesting all documents and talking points concerned in whole or in part with Congressional interest, inquiries, and investigations regarding the capture, captivity, rescue, and media coverage of former U.S. POW Jessica Lynch. "
dod,"Requesting all documents from 01 January 2003 through 31 May 2003 to, from or otherwise concerned in whole or in part with Simon Wren, representative of British Prime Minister Tony Blair and the U.K. Ministry of Defence in the Persian Gulf region (including Doha, Qatar). "
dod,"Requesting all documents pertaining in whole or in part to Foreign Military Training Manuals evaluations, as referenced in the attached March 10, 1997 memo signed by Nicholas T. Lutsch that was found responsive to FOIA request number 05-0074R (05-F-0410). "
dod,"Requesting all documents regarding the After Action Report outlined in the attached Interagency Transition Planning Team's 16 July 2004 briefing, After Action Report and Lessons Learned, including the AAR itself. "
dod,"Requesting all documents related to the following topics- Secretary of Defense visits to Russia, the Ukraine, or Kazakhstan; meetings and negotiations with officials from those countries; the Nunn-Lugar/ Cooperative Threat Reduction initiative and/ or Project Sapphire; or weapons of mass destruction in the above- mentioned countries - found in the following retired Department of Defense records. "
dod,"Requesting all documents that constitute, evidence, refer or relate to any and all Letters of Request pertaining to the acquisition of F-15 aircraft and/or the provision of services under FMS I.D. SR-D-SRC. "
dod,"Requesting all documents that refer or relate to the automated flight termination unit or system being developed by Boeing , or by a Boeing subcontractor, for DARPA, pursuant to the ALASA Phase II contract. "
dod,"Requesting all documents, reports and imagery related to Iranian manufactured weapons delivered to the Taliban and/or captured by Coalition Forces in Afghanistan during Operation Enduring Freedom, including, but not limited to: Improvised Explosive Devices Explosively Formed Penetrators, Rocket Propelled Grenades, small arms, and related munitions. "
dod,Requesting all information in your files concerning efforts by the Socialist Republic of Vietnam to secure damages for itself and/or its citizens as a result of the use of Agent Orange during the Vietnam War. 
dod,Requesting all information of several aspects concerning and relations activity of [                          ] with the DOD. 
dod,"Requesting all material related to deceased Lt. Gen. John J Tolson, III from the period 1968-1975. Personnel files for Lt. Gen. John J. Tolson III. "
dod,"Requesting all materials related to Operation Awareness, ""drug rehabilitation program for members of the Army operated under the aegis of the Department of Defense at Womack Army Medical Center on the military base of Fort Bragg, NC for a number of years circa 1970. "
dod,"Requesting all publicly available documents including, but not limited to and the following individual: Scott Walker, or his offices for the following dates: -2010-Present, when Walker was Governor of Wisconsin -2002-2010, when Walker was Milwaukee County Executive -1993-2002, when Walker was a member of the Wisconsin State Assembly "
dod,Requesting all records of communications between your department and John Kasich from 1983 to the present 
dod,"Requesting all records on file regarding grants provided to Washington State agencies since January 1, 2011. "
dod,"Requesting all records regarding the detention, interrogation and assessment of Shaker Aamer, who is held at US Naval Station Guantanamo Bay, Internment Serial Number 239, US9SA-00239DP. "
dod,"Requesting all records related to the AR 15-6 investigation carried out by Colonel Saul Bracero into of abuse of authority at the National Defense University Center for Hemispheric Defense studies. The investigation began around December 2011 or January 2012, and occurred as a result of accusations of unethical behavior on the part of members of the Center's leadership"
dod,"Requesting all records relating to Marie Colvin a U.S. citizen and journalist who was killed on February 22, 2012 in Homs, Syra. Please not attached death certificate and letter from Marie Colvin's family. "
dod,"Requesting all records relating to the Fourth Armored Division of the Syrian army and its commander General Maher al-Assad, a.k.a. Mahir al-Asad, from January 1, 2013 to the present. "
dod,"Requesting all records relating to the killing of Marie Colvin in Homs, Syria on February 22, 2012, including records relating to the event itself, in addition to any records regarding the examination of evidence related to the killing, ballistics tests, or other related forensic analyses. Please note attached death certificate and letter from Marie Colvin's family. "
dod,"Requesting all records relating to the siege of Homs, Syria created between October 1, 2011 and January 1, 2013. "
dod,Requesting all records relating to the use of artillery by Syrian military or security forces against civilians or civilian objects during the year 2012. 
dod,Requesting all records relating to the use of surveillance drones by Syrian military or security forces during the year 2012. 
dod,"Requesting all records, including memorandums, reports, and contracts maintained by the Defense Business Board referring to Uber, the private ride-sharing company. And communications records from Defense Business Board member Emil Michael which contain the key words ""Uber"", and/or Gates."" "
dod,"Requesting all satellite images relating to the siege of Homs, Syria between the dates of January 1, 2012 and April 1, 2012. "
dod,"Requesting and seeking records pertaining to events which have been identified as the nuclear missile corps suffering from breakdowns in discipline, morale, training and leadership (See New York Times article dated November 14, 2014 entitled ""Pentagon Studies Reveal Major Nuclear Problems"". "
dod,"Requesting any all records concerning, regarding or related to the May 24, 2014 memo to Secretary of Defense Charles Hagel from National security advisor Susan Rice requesting regular reports on progress toward the release or transfer of detainees from Guantanamo Bay. "
dod,"Requesting any and all DoD Purchase Card transaction data associated with the purchase of services and/or products from The Knowledge Management Professional Society (KMPro) and/ or [                    ] for the period from September 1, 2013, through December 15, 2014. "
dod,"Requesting any and all imagery from Department of Defense satellites ORS-1, TacSat 3 and TacSat 4 from 2/20/2012 to 2/23/2012. "
dod,Requesting any and all information concerning Joint Field Activities in South East Asia while assigned to US Army Central Identification Laboratory. (Date Range for Record Search: From 07/04/1989 To 06/29/2001) 
dod,"Requesting any documents, records, recordings, emails or any form of communication that the FBI has regarding the search for an investigation of [                      ]"
dod,"Requesting any reports, diplomatic cables, memoranda, photographs or other records related to the detention by the KGB and subsequent expulsion from the Soviet Union of four U.S. and British military attaches (Col. George Aubrey, Lt. Col. Karl Liewer, Maj. James Smith, and Lt. Cmdr. Nigel Laville) between Sept. 28 and Oct. 6, 1964. "
dod,"Requesting any statues, plaques or memorials that were dedicated at the Pentagon on September 9, 2011 to commemorate the ten year anniversary of the 9/11 terrorist attacks and information on any memorial services performed at the Pentagon on September 9, 2011 to commemorate the ten year anniversary of the 9/11 terrorist attacks. "
dod,Requesting as an Excel Spreadsheet the federal employee salary data that is available on this website-- http://www.fedsdatacenter.com/ federal-pay-rates/. 
dod,"Requesting audio, video, and written transcript(s) of the above referenced nature. Rebecka Skillman and John B. Ellsworth 2005 testify records concerning Crane Naval Surface Warfare Center. "
dod,Requesting background information about the Army General Classification Test (AGCT). 
dod,"Requesting copies of all digital and analog concordats, agreements, compacts, contracts, etc., between the Youth For Christ International, a.k.a.: the Youth For Christ, Youth For Christ America, Youth For Christ Military, Club Beyond and the United States Department of Defense that allows the United States Department of Defense to provide logistical, physical plant, and moral support to any of these so identified Christian missionary organizations. "
dod,Requesting copies of all records from DoD Record DA&M 01 System name: Civil Liberties Program cases Management System. 
dod,"Requesting copies of all the following as they pertain to the Delaware Army National Guard, inclusively, from Jan. 2005 through Dec. 17, 2014 or later, if possible. "
dod,"Requesting copies of any e-mails or papper letters your office received from the Clinton Foundation since January 1, 1997. "
dod,"Requesting copies of General Order 31-10. This general order was referenced on page 4 of the Spring 2011 edition of the DLA publication World in an article by Tim Hoyle entitled ""General order completes activity name change transition"". "
dod,Requesting copies of records in System# DMDC 01 and the SYSTEM Name is Defense Manpower Data Center Data Base. 
dod,Requesting copy of the following information U.S. Army Field Manual FM 3-24. 
dod,"requesting copy of the full Enterprise Human Resources Integration-Statistical Data Mart (EHRI-SDM) status file database, with all auxiliary files, for all agencies, for the last quarter of all available years between 2007 (or the earliest available year for which EHRI0SDM data is available) and 2014. "
dod,"Requesting copy of the most recent entitled Department of Defense Technology and Industrial Base Policy Guidance, prepared by DoD under the requirements of 10 U.S.C. 2504. "
dod,Requesting data for each military service branch: the number of service members who were medically separated by a physical evaluation board from 1991 to 2013. 
dod,"Requesting disclosure of any and all records that were prepared, received, transmitted, collected and/ or maintained by the FBI, the Terrorist Screening Center, the National Joint Terrorism Task Force, or any Joint Terrorism Task Force relating or referring to the living person Daniel Ellsberg. "
dod,"Requesting documents and emails received by the National Guard Bureau or in the possession of the National Guard Bureau or Department of Defense, Inspector General that contain complaints or concerns from a member of the Alaska National Guard regarding the conduct and alleged conduct of former Adjutant General Thomas Katkus from July 2009 to January 1, 2015, and any documents or emails by the National Guard Bureau or in the possession of the National Guard Bureau discussing the allegations of misconduct, and any documents or final reports of an investigation of alleged misconduct. "
dod,Requesting documents associate with sub-standard electric wiring conditions related to LOGCAP contract. 
dod,"Requesting documents referenced in the book ""Command and Control"" by Eric Schlosser, published in 2013. "
dod,Requesting documents regarding a Defense Advanced Research Projects Agency (DARPA) grant application from their SBIR Program. 
dod,Requesting documents regarding the Tor Project. 
dod,Requesting documents related to Task Force 435. 
dod,"Requesting documents related to the following topics - Secretary of Defense visits to Russia, the Ukraine, or Kazakhstan; meetings and negotiations with officials from those countries; the Nunn-Lugar/ Cooperative Threat Reduction initiative and/or Project Sapphire; or weapons of mass destruction in the above-mentioned countries - found in the following retired Department of Defense records. "
dod,"Requesting documents related to the following topics-Secretary of Defense visits to Russia, the Ukraine, or Kazakhstan: meetings and negotiations with officials from those countries; the Nunn-Lugar/Cooperative Threat Reduction initiative and/or Project Sapphire; or weapons of mass destruction in the above-mentioned countries-found in the following retired Department of Defense records: "
dod,Requesting documents related to the hiring process for DEA Special Agent 
dod,"Requesting documents, correspondence, reports prepared as a result of the USS Liberty Veterans Association's June 8, 2005 filling of ""A Report: War Crimes Committed Against US Military Personnel, June 8, 1967"". "
dod,"Requesting DoD Directive O-5100.19, ""Critical Information Communication (CRITICOMM) System, November 12, 2014. "
dod,"Requesting DoD Instruction S-5240.09, ""Offensive Counterintelligence Operations,"" February 2, 2015. "
dod,"Requesting emails, or other records between Michael Rhodes, ODAM; William Brazis and the DoD CAF about him including records provided to them by the DoD IG; timeframe 2012 through end of search date. "
dod,"requesting FBI records on Elliot L. Richardson was Secretary of Defense from January 30, 1973 to May 24, 1973. He lived from July 20, 1920 to December 31, 1999. "
dod,Requesting following records: All correspondence between the DOD and the International Committee of the Red Cross from 2001 and 2002. 
dod,"Requesting for a copy of records that relate to the issue of whether Sandia National Laboratory (""Sandia""), as a Federally Funded Research and Development Center (""FFRDC""), is complying with the Federal private sector anti-competition regulation. "
dod,Requesting for certificate of recognition of commendation of service during cold war of [                 ] 
dod,Requesting for his complete alien file [                      ] 
dod,"Requesting for information requested by Special Inspector General for Afghanistan Reconstruction (SIGAR) John Sopko in Connection with the Status and Disposition of 16 G-222s Located in Kabul, Afghanistan. "
dod,Requesting for official DOD Milper Biographical article and contact correspondence information of the commandant of the Marine Corps (CMC). 
dod,Requesting for records being a target of surveillance and remote torture through the use of electronic weapons. 
dod,"Requesting for: 1. Colored video footage ""Weapon Training Film"" from the Sandia Laboratories (produced by Weapon Training/Field Engineering Division) 2. Military educational footage (color) showing the deployment of Special Atomic Demolition Munitions (SADM) by Underwater Demolition Teams. 3. General educational footage concerning SADM or ADM "
dod,"Requesting information maintained in the Military OneSource system of records, reference: DPR 45 DoD: Military OneSource (MOS) Case Management System (CMS). "
dod,"Requesting information on all Federal Employees covered under the Civil Service Retirement System (or any subset, i.e. CSRS-Offset) within the 50 United States (to include contiguous U.S. along with Hawaii and Alaska, to exclude U.S. Territories and possessions). 1. Names 2. Business Mailing Address 3. Agency 4. Current GS Grade 5. Job Title 6. Employment Email Address, and 7. Office Phone numbers, if available. "
dod,"Requesting information on Defense Against Terrorism Programme, Nato Topic DAT Programme, Summit Declaration on Defense Capabilities: Toward Nato Forces 2020. "
dod,Requesting information or records on CIA funds paid to the Republic of China/Taiwanese Ministry of Defense for the purpose of building homes for former nationalist Chinese operatives (Chinese Third Force) utilized by the CIA during the Cold War. 
dod,Requesting information or records on identify the subject or records all previously release National Intelligence Estimates on the former Soviet Union space program. 
dod,"Requesting information related to law enforcement involvement in discussions, communications and technical support as well as surveillance regarding the Occupy Philly Movement, as well as Occupy encampments in cities around the country. "
dod,"Requesting last four ""news of note"" analysis of current media coverage of the military by OSD Public Affairs Research and Analysis. I request this in electronic format. I must note that these analysis are typically entirely sourced from public domain documents, and generally would be released in full. "
dod,"Requesting legal opinions referenced in Section 4 page, page 50 of the DoD Cloud Way Forward Report dated July 23, 2014. "
dod,Requesting Major General Dahl investigation report on Sgt. Bowe Bergdahl. 
dod,Requesting Mass Atrocity Response Operations Handbook (MARO) prepared by Harvard Education. 
dod,"Requesting McLek is the FBI code word for the FBI investigation of the leak of the ""McNamara Study"", aka Pentagon Papers, to the New York Times. "
dod,"Requesting Operation ""Jade Helm"" 2015 Operation ""Garden Plot"" 1963 "
dod,"Requesting paper copy format or by CD-R (EXCEL spreadsheet). Distribution of Active Duty Forces (to include Coast Guard) by Service, DoD Occupational Specialty Code (MOS), Sex and Office/Enlisted Status as of 30 September 2013 and 30 September 2013 and 30 September 2014. Distribution of Selected Reserve and National Guard Forces (to include Coast Guard Reserve) by Service, DoD Occupational Specialty Code (MOS), Sex Officer/Enlisted status as of 30 September 2013 and 30 September 2014. "
dod,"Requesting public records pertaining to the following location from 1941-1955: Sandia Base, Albuquerque, NM 87116. "
dod,"Requesting records between January 1, 2008 and December 31, 2012 on concerning Jill and Scott Kelly that was provided to the news media requester. "
dod,Requesting records concerning [                    ]
dod,Requesting records for [                      ]
dod,"Requesting records of DoD Office of Native American Affairs possess regarding any technical, financial, or other assistance that the DoD provided to the Native Village of Iliamna, Alaska, with respect to construction or maintenance of roads or other construction projects, including but not limited to projects funded through the Native American Lands Environmental Mitigation Program, and other grants between January 1, 2004, and the present date. "
dod,Requesting records on [                 ] 
dod,Requesting records on Rising China Redux Imperial Memories in a Modern Milieu Part Two. 
dod,Requesting records pertaining to [                      ]
dod,"Requesting records pertaining to the ""Orion"" project authorized under the JFK administration. "
dod,"Requesting records related to the crash of the Boeing A160 ""Hummingbird"" remotely-piloted aircraft (tail number A019) that crashed near Victorville, CA on April 17, 2012. "
dod,"Requesting records related to the Defense Prisoner of War-Missing Personnel Office (DPMO) and the Joint POW/MIA Command (JPAC) DPMO and JPAC records concerning Personal information related to Willis S. Cole, Jr., Carol L. Cole and Battery Corporal Willis S. Cole Military Museum. "
dod,"Requesting records relating to Department of Defense Instruction (DODI) 5240.02, Department of Defense Counterintelligence Program. "
dod,"Requesting records under the provisions of the Freedom of Information Act: A copy of the statement of work, and the final presentation and final report for Contract Hq003410C0034, a contract with Rockefeller University from of Defense Washington Headquarters Service, office of Net Assessment. "
dod,"Requesting records, including contracts, in the possession of the US Defense Security Cooperation Agency (the DSCA) and all components thereof regarding Foreign Military Sales (FMS), and the sale of defense articles of Colt Defense LLC (Colt). "
dod,"Requesting related to the following topics-Secretary of Defense visits to Russia, the Ukraine, or Kazakhstan; meetings and negotiations with officials from those countries; the Nunn-Lugar/Cooperative Threat Reduction initiative and/or Project Sapphire; or weapons of mass destruction in the above-mentioned countries- found in the following retired Department of Defense records: "
dod,Requesting report from Iron Moontain Operations Northwoods (the McNamara Papers) National Archives Gift Col (Group 200). 
dod,"Requesting Secretary of Defense visits to Russia, the Ukraine, or Kazakhstan meetings and negotiations with officials from those countries. "
dod,"Requesting service records, military school records and any records of awards for Ryan Woodruff from Rhode Island. Joined the United States army in 2007. Was stationed in Fort Drum, NY, and Germany. Individual is wearing, what are believed to be unauthorized awards, including a Purple Heart, and Airborne wings. (Date Range for Record Search: From 02/01/2007 To 01/31/2015) "
dod,Requesting the authorization and appearance of Tedokon Yasunori on AFN Okinawa on December 22 2014. 
dod,"Requesting the Department of Defense Office of Inspector General issued Report No. D-2007-107, titled ""Procurement Policy for Armored Vehicles"". "
dod,"Requesting the Department of Defense relating to the St. Louis Army Ammunition Plant (“SLAAP”) located at 4800 Goodfellow Ave, St. Louis, Missouri with dates between January 1 1999 and December 31, 2006: (Date Range for Record Search: From 01/01/1999 To 12/31/2007) "
dod,"Requesting the following records under the provisions of the Freedom of Information Act: A copy of the statement of work, and the final presentation and final report for contract HQ003407C1022, a contract with Rockefeller University from Dept of Defense Washington Headquarters Service, office of Net Assessment. "
dod,Requesting the following records: Documents related to the U.S. Navy's participation in the recently release film Godzilla. The Secrtary of the Navy just discussed that there was cooperation between the Navy and the makers of the film: 
dod,"Requesting the following records: Special Agent Robert M. Iorio Lied to a judge about his handling of suspects in his custody while stationed in Miliani, Hawaii. "
dod,"Requesting the following: all documents from January 2003 to the present concerned with interviewing and/or interrogation of former Iraqi deputy prime minister Tariq Aziz surrendered to U.S. forces on 24 April 2003 and was imprisoned at Camp Cropper in Baghdad, Iraq. "
dod,"Requesting the full report and findings of the 15-6 (investigation) for[                    ]. The investigation was ordered on or about 03JUL14 and was conducted by COL William McDonough. The complaint involved toxic command climate, include command climate surveys from prior to and/or during the investigation (Date Range for Record Search: From 06/02/2014 To 10/24/2014) "
dod,Requesting the individual records [                      ] 
dod,"Requesting the May 15, 1968 Memorandum from the Department of Defense to President Lyndon Johnson regarding the presentation of the Medal of Honor to USS Liberty Captain William McGonagle in which the DoD recommends LBJ break with tradition and have DoD present the MOH instead of the President of the United States and that the ceremony have no media coverage since the June 8, 1967 Israeli attack on the USS Liberty is too sensitive. "
dod,"Requesting the most up to date data regarding the number of tickets purchased for and issued to Military members, Military dependents and Military families for travel on official business, PCS and/or personal travel when and if said travel and ticket purchases were made by and authorized through the Defense Travel Management Agency for the last 12 months ending June 30, 2014. "
dod,"Requesting the opportunity to examine and possibly photocopy all complaints filed with the Inspector General of U.S. TRANSCOM concerning problems with the firm International Auto Logistics LLC, of Brunswick, Ga., from May 1, 2014 to Jan.15, 2015. "
dod,Requesting the report from Iron Mountians; prepared by the rand corp. for the Department of Defense (Full and complete). 
dod,Requesting the source code to OSD/JS Public Access Link (PAL) system. 
dod,"Requesting the Supplemental Guidance to Military Boards for Correction of Military Records Considering Discharge Upgrade Requests by Veterans Claiming Post-Traumatic Stress Disorder (PTSD) issued by the Secretary of Defense on September 3, 2014 (""Hagel Memo"") (copy attached). "
dod,"Requesting the two most recent payment requisition submitted to the Department of the Navy by Watermark Environmental, Inc., general contractor for the Phase II Sewer System Repairs at Naval Station Newport, Contract No. N40085-10-D-9431-0006. "
dod,Requesting unclassified DARPA information on the use of artificial intelligence in weapons. 
dod,Requesting Whistleblower and USG-accused spy Edward Snowden. This includes all records (including emails) mentioning Edward Snowden created by the State Department and/or created by other entities but in the possession of the State Department. 
dod,"Requesting years Small Business Innovation Research (SBIR) has run. Number of new competitions run per month • Number of new applicants per month • Financial value of Phase 1 and Phase 2 SBIR awards per month (rather than annual data available on web site) • Number of Phase 1 and Phase 2 awards per month (rather than annual data on web site) Data format: Preferably electronic files in Excel/Word format or similar. Purpose of request: PhD Research/Education, credited publication as part of PhD thesis/ potential research paper. "
dod,"Requests access to the text messages, blackberry messenger chats, and SMS messages sent or received by the following employees (and/or the person currently holding the named position): 1) Chuck T. Hagel Secretary of Defense 2) Rexon Y. Ryu, Chief of Staff 3) Christopher B. Colburn, Assistant to the Secretary of Defense for Public Affairs 4) Elizabeth L. King Assistant Secretary of Defense for Legislative Affairs 5) Iram A. Ali, Special Assistant to the Secretary of Defesne for White House Liaison. "
dod,"Requests contact information for all individual researchers and individuals identified with research institutions, pharmaceutical, biotechnology and device companies, listed in your database, including, but not limited to, institutional officials, IRB chairs, administrators, managers, directors, and coordinators. "
dod,"Requests filed with your agency, including all departments and entities falling under your authority, mentioning Marco Rubio. "
dod,Requests for individual records of DOD employees. 
dod,"Requests records concerning operation of The Boeing A160 ""Hummingbird"" remotely-piloted aircraft. "
dod,"requests records that refer or relate to: medical and scientific studies used to establish Army TC 3-22.20; the Consortium for Health and Military Performance ""CHAMP"")/ACSM High Intensity Training Conference that took place on September 13-14, 2010; the CHAMP and the American College of Sports Medicine's (""ACSM"") ""Consensus Paper on Extreme Conditioning Programs in Military Personnel"" (""Paper""); the Joint Services Physical Training Injury Prevention Working Group's (""JSPTIPW"") consideration of military physical training injury prevention programs and policies. "
dod,"Requests that you produce any and all records in your possession regarding [                      ], including, but not limited to, any and all job applications interview notes, job descriptions, and/or resumes. "
dod,Responsive records to 14-F-0085 I prefer to receive this in electronic format. 
dod,Rules/Regulations on U.S. Title Code 30 Section 1801-811 and 1948 National Security Acts (see details attached) 
dod,SDI Navy DNA program 6 linked down to . MX// (198X Related). 
dod,"Search all DARPA data for classified as well as unclassified records and furnish me with the following: A. Copies of all proposals, protocols, collaborative agreements, and contractsi for projects pertaining to the Restoring Active Memory (RAM) program and project extensions. 1. For each project pertaining to the Restoring Active Memory (RAM) program, all records of collaborative efforts with the University of CA, Los Angeles, the University of Pennsylvania, and Lawrence Livermore National Laboratory, as well as those for any other agency/organization involved in the program. "
dod,SECDEF Gates draft memo to Carl Levin Chairman Armed Services Committee regarding closure of Guantanamo. 
dod,"SECDEF Memo, July 30, 2014 regarding [             ]determination of a 12 month extension for his promotion eligibility period "
dod,"Secretary of Defense and The Chairman, Joint Chiefs of Staff Documents in response to Anthony Lake’s January 22, 1993 Presidential Review Directive/NSC-1, regarding the two following questions: possible actions, section 2, page 3, point numbers 7 and 8: (1) What would be required to establish and defend safe havens (CIA DOD); (2) What would be required to roll back Serbian conquests in Bosnia-Hercegovina (CIA, DOD) (Date Range for Record Search: From 01/22/1993 To 04/30/1993) "
dod,"Secretary of Defense Chuck Hagel directive-type Memorandum to the Secretaries of the Military Services issued on September 03, 2014 containing new guidance for the service Boards for Correction of Military: Records to apply in considering discharge upgrade applications filed by veterans claiming they suffered from post-traumatic stress disorder (PTSD) during military service and PTSD played a role in the misconduct that led to their less than honorable discharge "
dod,"Seeking all confidential information on EEG technology for Voice to skull weapons, such as ultrasonic heterodyning, and the God Voice Weapon that was used on Iraqi Muslims in Iraq. (Date Range for Record Search: From 01/01/1950 To 03/08/2015) "
dod,Seeking all records concerning Ibrahim al-Rubaish held by OSD or JS. Also Requesting Mr. Rubaish was a former GTMO detainee and seeking records concerning his detention. Also he was alleged to have been killed in a drone strike in Yemen and he was the spiritual leader of Al Qaeda in the Arabian Pennisula. 
dod,Seeking complete copy of Boeing Contract HQ000601C0001 through a toughy request. 
dod,Seeking for releasable Military Records on [                 ] Would like to see characterization of discharge and reasoning if available. (Date Range for Record Search: From 02/01/2014 To 11/29/2014) 
dod,Seeking records/files concerning 1. Active Dental electro magnetic development systems F.R.A. Systems 2. Bulk Energy Projectile Technology 3.Genetic Fragmentation. 
dod,"Seeking to identified individual, wants query forwarded to DPMO office "
dod,Seeking various ODNA analysis and reports. 
dod,Seeking Vaugh (Vaughn v. Rosen) report on the activities of the Department of Defense Office of the Inspector General regarding DoD Hotline Complaint 20121205-002497. 
dod,"Send records containing the following information: The number of active duty military discharges by type, fiscal year, and service for the years 2001-2003 and 2012-2014. "
dod,"Several documents reviewed by the DoD/IG Report No. DODIG-2014-123 and listed in Appendix A of the same report : (1) MQ-9 Reaper ""Defense Acquisition Executive Summary"" - February 18, 2014; (2) Healthy 65 CAP Force Structure - December 5, 2013; (3) Healthy 55 CAP Force Structure - December 5, 2013; (4) Healthy 45 CAP Force Structure - December 5, 201; (5) MQ-9 Reaper ""Operational Assessment-3 Report"" - October 2, 2013, (see attached details of items 6-14listed) "
dod,"Sexual assault unrestricted reporting data for each of the military branches and Total DoD for calendar year 2004, calendar year 2005 and calendar year 2006 (01/01/2004-12/31/2006): (See details listed "
dod,"SITEC II Contract, portion held by Global Arma (Date Range for Record Search: From 03/01/2012 To 03/11/2015) "
dod,"Specifically, we are seeking for 2015 BAH submission/market data for the following MHAs: CA037 LOS ANGELES, CA CO046 COLORADO SPRINGS, CO AZ015 DAVIS-MONTHAN AFB, AZ NM205 HOLLOMAN AFB/ALAMOGORDO, NM HI408 HONOLULU COUNTY, HI KY106 FORT CAMPBELL, KY KY110 FORT KNOX, KY TX286 FORT HOOD, TX NY225 FT. DRUM/WATERTOWN, NY AK405 FAIRBANKS, AK MA126 HAMPDEN COUNTY, MA NY217 WEST POINT, NY NC177 MOREHEAD/CHERRY PT MCAS, NC NC178 CAMP LEJEUNE, NC SC258 BEAUFORT/PARRIS ISLAND, SC Thank you, Lend Lease (US) Public Partnerships (Date Range for Record Search: From 10/01/2014 To 12/31/2014) "
dod,"Spreadsheet containing all unclassified schedule, quantity, and budget information in the Defense Acquisition Management Information Retrieval System maintained by OSD/AT&L current as of February 3, 2015. This is an update to the same request I made one year ago (case number 14-F-0507). I can provide a copy of the spreadsheet I was given last year per the FOIA request. All I am requesting this time is an update of the same information using the most current data in DAMIRS. "
dod,"Talking points, read-aheads, briefings, emails and/or other documents relating to contacts between members of press (including reporters from the Associated Press, Reuters, New York Times, Daily Beast, CBS, NBC, etc.) and the OSD/JS concerning Khorasan (aka the Khorasan Group). The time frame of this request is September 2014 (Date Range for Record Search: From 09/01/2014 To 09/30/2014) "
dod,The 11-12 page letter that was received by Secretary Barna which promted the current actions (see items listed 1-7) 
dod,"The 2013 Annual Report, for the Defense Research Agency which I am requesting be printing on the reverse side "
dod,"The April 4, 2010 incident reports and any and all other documents regarding the explosion of an improvised explosive device that wounded five members of the New Haven-based 1st Battalion, 102nd Infantry Regiment of the Connecticut National Guard during a mission in the Laghman Province in Afghanistan. (Date Range for Record Search: From 04/02/2010 To 04/02/2015) "
dod,"The Assistant to the Secretary of Defense for Public Affairs copies of Security Review Initial Files related to staffing comments on approval or disapproval of material prepared for public release, including material establishing policies, standards, and criteria for clearance of material, excluding records intended for clearance (Date Range for Record Search: From 01/01/2012 To 10/20/2014) "
dod,The Book of Basic Machines: The U.S. Navy Training Manual 
